ID	Form_ID	Segments	Prosody	Meaning
3690	Gothic-3690_stichsto-1	s t u ŋ ɡ s	CCVCCC	Stich, Stoß
3691	Gothic-3691_standplatz-1	s t u n d a	CCVCCV	Standplatz
3692	Gothic-3692_zeitraumzeit-1	s t u n d a	CCVCCV	Zeitraum, Zeit
3693	Gothic-3693_jungerkrieger-1	s t u r ɪ l ɪ ŋ ɡ s	CCVCVCVCCC	junger Krieger
3694	Gothic-3694_stutze-1	s t u t j a	CCVCCV	Stütze
3695	Gothic-3695_anbinden-1	s t u θ j a n	CCVCCVC	anbinden
3696	Gothic-3696_sonnesrune-1	s u ɣ ɪ l	CVCVC	Sonne, sRune
3697	Gothic-3697_sohlesandale-1	s u l j a	CVCCV	Sohle, Sandale
3698	Gothic-3698_grunden-1	s u l j a n	CVCCVC	gründen
3699	Gothic-3699_einstehemalszumteil-1	s u m a n	CVCVC	einst, ehemals,, zum Teil
3700	Gothic-3700_irgendeineingewisserjemandeineinige-1	s u m s	CVCC	irgendein, ein gewisser, jemand, ein, einige
3701	Gothic-3701_sunde-2	s u n d ɪ	CVCCV	Sünde
3702	Gothic-3702_abgesondertbesondersalleinbeiseite-1	s u n d r o	CVCCCV	abgesondert, besonders, allein, beiseite
3703	Gothic-3703_wahrheit-1	s u n j a	CVCCV	Wahrheit
3704	Gothic-3704_inwahrheit-1	s u n j a β a	CVCCVCV	in Wahrheit
3705	Gothic-3705_wahrwahrhaft-1	s u n j i n s	CVCCVCC	wahr, wahrhaft
3706	Gothic-4688_wahr-1	s u n j ɪ s	CVCCVC	wahr
3707	Gothic-3707_entschuldigen-1	s u n j o n	CVCCVC	entschuldigen
3708	Gothic-3708_verteidigung-1	s u n j o n s	CVCCVCC	Verteidigung
3709	Gothic-3709_sonne-2	s u nː o	CVCV	Sonne
3710	Gothic-3710_alsbaldplotzlichaufeinmalbaldsogleich-1	s u n s	CVCC	alsbald, plötzlich, auf einmal, bald, sogleich
3711	Gothic-3711_sogleich-1	s u n s ɛ w	CVCCVC	sogleich
3712	Gothic-3712_sobaldals-1	s u n s i	CVCCV	sobald als
3713	Gothic-3713_sudlich-1	s u n θ a r	CVCCVC	südlich
3714	Gothic-3714_sohn-1	s u n u s	CVCVC	Sohn
3715	Gothic-3715_trank-3	s u p a	CVCV	Trank
3716	Gothic-3716_saufen-1	s u p a n	CVCVC	saufen
3717	Gothic-3717_wurzensalzen-2	s u p o n	CVCVC	würzen, salzen
3718	Gothic-3718_eingetunkteschnitte-1	s u pː a	CVCV	eingetunkte Schnitte
3719	Gothic-3719_einweichen-1	s u pː o n	CVCVC	einweichen
3720	Gothic-3720_magen-2	s u kʷ n	CVCC	Magen
3721	Gothic-3721_krankwerden-1	s u kʷ n a n	CVCCVC	krank werden
3722	Gothic-3758_sau-1	s u s	CVC	Sau
3723	Gothic-3723_ruhemilde-1	s u t ɪ	CVCV	Ruhe, Milde
3724	Gothic-3724_nachgiebigmild-1	s u t ɪ s	CVCVC	nachgiebig, mild
3725	Gothic-3726_kitzeln-1	s u θ j a n	CVCCVC	kitzeln
3726	Gothic-3726_kitzeln-2	s u θ j o n	CVCCVC	kitzeln
3727	Gothic-3749_so-1	s w a	CCV	so
3728	Gothic-3728_sodassdaheralso-1	s w a i	CCVV	so dass, daher, also
3729	Gothic-3729_schwankenmachen-1	s w a ɡ ɡ w j a n	CCVCCCCVC	schwanken machen
3730	Gothic-3730_sosoauch-1	s w a h	CCVC	so, so auch
3731	Gothic-3731_schwiegervaterschwaher-1	s w ɛ h r a	CCVCCV	Schwiegervater, Schwäher
3732	Gothic-3732_schwiegermutter-1	s w ɛ h r o	CCVCCV	Schwiegermutter
3733	Gothic-3733_wischen-1	s w ɛ r b a n	CCVCCVC	wischen
3734	Gothic-3734_sogrosoviel-1	s w a l ɔ θ s	CCVCVCC	so groß, so viel
3735	Gothic-3735_sobeschaffensolch-1	s w a l i k s	CCVCVCC	so beschaffen, solch
3736	Gothic-3736_schwellung-1	s w a lː i n s	CCVCVCC	Schwellung
3737	Gothic-4076_schwellen-2	s w a lː j a n	CCVCCVC	schwellen
3738	Gothic-3738_schwamm-1	s w a mː s	CCVCC	Schwamm
3739	Gothic-3739_schwan-1	s w a n s	CCVCC	Schwan
3740	Gothic-3740_schworer-1	s w a r a	CCVCV	Schwörer
3741	Gothic-3741_schworen-1	s w a r a n	CCVCVC	schwören
3742	Gothic-3742_ohnegrundvergebensumsonst-1	s w a r e	CCVCV	ohne Grund, vergebens, umsonst
3743	Gothic-3744_schwarzetinte-1	s w a r t ɪ s	CCVCCVC	Schwärze, Tinte
3744	Gothic-3744_schwarzetinte-2	s w a r t ɪ z l̥	CCVCCVCC	Schwärze, Tinte
3745	Gothic-3745_schwarzen-1	s w a r t j a n	CCVCCCVC	schwärzen
3746	Gothic-3746_schwarz-1	s w a r t s	CCVCCC	schwarz
3747	Gothic-3747_sowiegleichwiewiegegensodass-1	s w a s w e	CCVCCV	sowie, gleichwie, wie, gegen, so dass
3748	Gothic-3748_sonun-1	s w a θː a n	CCVCVC	so nun
3749	Gothic-3749_so-2	s w ɔ	CCV	so
3750	Gothic-3750_wiegegenalsda-1	s w e	CCV	wie, gegen, als, da
3751	Gothic-3751_schwabensweben-1	s w e β o s	CCVCVC	Schwaben, Sweben
3752	Gothic-3752_jubelfrohlockenfreude-1	s w e ɣ n ɪ θ a	CCVCCVCV	Jubel, Frohlocken, Freude
3753	Gothic-3753_jubelntriumphierenfrohlocken-1	s w e ɣ n j a n	CCVCCCVC	jubeln, triumphieren, frohlocken
3754	Gothic-3754_frohfrohlich-2	s w e ɣ n̥ s	CCVCVC	froh, fröhlich
3755	Gothic-3755_ablassenaufhoren-1	s w i β a n	CCVCVC	ablassen, aufhören
3756	Gothic-3756_aufhorlich-1	s w i β a n d s	CCVCVCCC	aufhörlich
3757	Gothic-3757_schwein-1	s w i n	CCVC	Schwein
3758	Gothic-3758_sau-2	s w i n s	CCVCC	Sau
3759	Gothic-3759_fegung-1	s w i p ɛ n s	CCVCVCC	Fegung
3760	Gothic-3760_fegensichschwingendbewegen-1	s w i p a n	CCVCVC	fegen, sich schwingend bewegen
3761	Gothic-3761_schweden-1	s w e o s	CCVVC	Schweden
3762	Gothic-3762_ehrenachten-1	s w e r a n	CCVCVC	ehren, achten
3763	Gothic-3764_ehre-1	s w e r i	CCVCV	Ehre
3764	Gothic-3764_ehre-2	s w e r ɪ θ a	CCVCVCV	Ehre
3765	Gothic-3765_geehrtgeachtetgewichtig-1	s w e r s	CCVCC	geehrt, geachtet, gewichtig
3766	Gothic-3766_eigenangehorig-1	s w e s	CCVC	eigen, angehörig
3767	Gothic-3767_eigentumvermogen-2	s w e s	CCVC	Eigentum, Vermögen
3768	Gothic-3768_dochzwarwenigstens-1	s w e θ ɔ h	CCVCVC	doch zwar, wenigstens
3769	Gothic-3769_schwefel-1	s w ɪ β l̥ s	CCVCVC	Schwefel
3770	Gothic-3770_sichschwingen-1	s w ɪ ɡ ɡ w a n	CCVCCCVC	sich schwingen
3771	Gothic-3771_flote-1	s w ɪ ɣ l̥	CCVCC	Flöte
3772	Gothic-3772_flotenspielerflotenblaser-1	s w ɪ ɣ l j a	CCVCCCV	Flötenspieler, Flötenbläser
3773	Gothic-3773_floteblasenaufspielen-1	s w ɪ ɣ l o n	CCVCCVC	Flöte blasen, aufspielen
3774	Gothic-3774_reinreinenherzens-1	s w ɪ k n a β a	CCVCCVCV	rein, reinen Herzens
3775	Gothic-3775_reinheitkeuschheitunschuld-1	s w ɪ k n i	CCVCCV	Reinheit, Keuschheit, Unschuld
3776	Gothic-3776_reinigung-3	s w ɪ k n i n s	CCVCCVCC	Reinigung
3777	Gothic-3777_reinigungreinheitkeuschheit-1	s w ɪ k n ɪ θ a	CCVCCVCV	Reinigung, Reinheit, Keuschheit
3778	Gothic-3778_reinigen-3	s w ɪ k n j a n	CCVCCCVC	reinigen
3779	Gothic-3779_reinunschuldigunstraflichkeusch-1	s w ɪ k n̥ s	CCVCVC	rein, unschuldig, unsträflich, keusch
3780	Gothic-3780_offenbaroffenherausdeutlichausdrucklich-1	s w ɪ k u n θ a β a	CCVCVCCVCV	offenbar, offen heraus, deutlich, ausdrücklich
3781	Gothic-3781_bekanntgebenoffenbaren-1	s w ɪ k u n θ j a n	CCVCVCCCVC	bekanntgeben, offenbaren
3782	Gothic-3782_offenkundigoffenbarbekannt-1	s w ɪ k u n θ s	CCVCVCCC	offenkundig, offenbar, bekannt
3783	Gothic-4076_schwellen-3	s w ɪ lː a n	CCVCVC	schwellen
3784	Gothic-3784_imsterbenliegensterben-1	s w ɪ l t a n	CCVCCVC	im Sterben liegen, sterben
3785	Gothic-3785_schwimmen-1	s w ɪ mː a n	CCVCVC	schwimmen
3786	Gothic-3786_starkekraft-1	s w ɪ n θ i	CCVCCV	Stärke, Kraft
3787	Gothic-3787_starken-3	s w ɪ n θ j a n	CCVCCCVC	stärken
3788	Gothic-3788_starkwerden-2	s w ɪ n θ n a n	CCVCCCVC	stark werden
3789	Gothic-3789_starkkraftiggesund-1	s w ɪ n θ s	CCVCCC	stark, kräftig, gesund
3790	Gothic-3790_schwester-1	s w ɪ s t a r	CCVCCVC	Schwester
3791	Gothic-3791_synagogenvorsteher-1	s w n a ɣ o ɣ a ɸ a θ s	CVCVCVCVCVCC	Synagogenvorsteher
3792	Gothic-3792_synagoge-1	s w n a ɣ o ɣ e	CVCVCVCV	Synagoge
3793	Gothic-3793_rauschentonen-1	s w o ɣ a n	CCVCVC	rauschen, tönen
3794	Gothic-3795_seufzen-1	s w o ɣ a t j a n	CCVCVCCVC	seufzen
3795	Gothic-3795_seufzen-2	s w o ɣ j a n	CCVCCVC	seufzen
3796	Gothic-3796_gerausch-1	s w o ɣ s	CCVCC	Geräusch
3797	Gothic-3797_demtodenahertodgeweihter-1	s w u l t a w ɛ r θ j a	CCVCCVCVCCCV	dem Tode Naher, Todgeweihter
3798	Gothic-3798_aufdentodgerichtettodgeweiht-1	s w u l t a w ɛ r θ s	CCVCCVCVCCC	auf den Tod gerichtet, todgeweiht
3799	Gothic-3799_tod-2	s w u l t s	CCVCCC	Tod
3800	Gothic-3800_teich-1	s w u m ɸ s l̥	CCVCCCC	Teich
3801	Gothic-3801_tabkurzungfur300-1	t	C	t, Abkürzung für
3802	Gothic-3802_opferopfertier-1	t a β a n	CVCVC	Opfer, Opfertier
3803	Gothic-3803_zottelfetzenflausch-1	t a dː o r a	CVCVCV	Zottel, Fetzen, Flausch
3804	Gothic-3804_haar-2	t a ɣ l̥	CVCC	Haar
3805	Gothic-3805_zahretrane-1	t a ɣ r̥	CVCC	Zähre, Träne
3806	Gothic-4537_weinen-2	t a ɣ r j a n	CVCCCVC	weinen
3807	Gothic-3807_zahseinstreiten-1	t a h a n j a n	CVCVCCVC	zäh sein, streiten
3808	Gothic-3808_zerreiung-1	t a h i n s	CVCVCC	Zerreißung
3809	Gothic-3809_reienzerrenausstreuen-1	t a h j a n	CVCCVC	reißen, zerren, ausstreuen
3810	Gothic-3810_zah-1	t a h u s	CVCVC	zäh
3811	Gothic-3811_rechte-1	t ɛ h s w a	CVCCCV	rechte
3812	Gothic-3812_dierechtedierechtehand-1	t ɛ h s w a	CVCCCV	die Rechte, die rechte Hand
3813	Gothic-3813_zehn-1	t ɛ h u n	CVCVC	zehn
3814	Gothic-3814_zehnte-1	t ɛ h u n d a	CVCVCCV	zehnte
3815	Gothic-3815_hundertfaltig-1	t ɛ h u n t ɛ h u n d ɸ a l θ s	CVCVCCVCVCCCVCCC	hundertfältig
3816	Gothic-3816_hundert-3	t ɛ h u n t e h u n d	CVCVCCVCVCC	hundert
3817	Gothic-3817_zehnreihig-1	t ɛ h u n t e w i s	CVCVCCVCVC	zehnreihig
3818	Gothic-3818_anzeichen-1	t ɛ k n̥	CVCC	Anzeichen
3819	Gothic-3819_zeichnungdarstellung-1	t ɛ k n i n s	CVCCVCC	Zeichnung, Darstellung
3820	Gothic-3820_einemetwaszeigen-1	t ɛ k n j a n	CVCCCVC	einem etwas zeigen
3821	Gothic-3821_zeichenwunder-1	t ɛ k n̥ s	CVCVC	Zeichen, Wunder
3822	Gothic-3822_korbweidenkorb-1	t ɛ n j o	CVCCV	Korb, Weidenkorb
3823	Gothic-3823_zweigrebe-1	t ɛ n s	CVCC	Zweig, Rebe
3824	Gothic-3824_zerstorenzerreienauflosen-1	t ɛ r a n	CVCVC	zerstören, zerreißen, auflösen
3825	Gothic-3825_waldbewohner-1	t ɛ r w ɪ ŋ ɡ o s	CVCCVCCVC	Waldbewohner
3826	Gothic-3826_tetrarchvierfurst-1	t ɛ t r a r k e s	CVCCVCCVC	Tetrarch, Vierfürst
3827	Gothic-3827_magdlein-1	t a l i θ a	CVCVCV	Mägdlein
3828	Gothic-3828_verwustenwegreien-1	t a l o n	CVCVC	verwüsten, wegreißen
3829	Gothic-3829_fugsamgehorsam-1	t a l s	CVCC	fügsam, gehorsam
3830	Gothic-3830_lehreunterweisung-1	t a l z i n s	CVCCVCC	Lehre, Unterweisung
3831	Gothic-3831_lehrenziehenunterrichten-1	t a l z j a n	CVCCCVC	lehren, ziehen, unterrichten
3832	Gothic-3832_lehrer-2	t a l z j a n d s	CVCCCVCCC	Lehrer
3833	Gothic-3833_zahmen-1	t a m j a n	CVCCVC	zähmen
3834	Gothic-3834_zahm-1	t a m s	CVCC	zahm
3835	Gothic-3835_anzundenbrennenmachen-1	t a n d j a n	CVCCCVC	anzünden, brennen machen
3836	Gothic-3836_zapfen-1	t a pː a	CVCV	Zapfen
3837	Gothic-3837_kennzeichnen-1	t a r h j a n	CVCCCVC	kennzeichnen
3838	Gothic-3838_losbrechenausbrechen-1	t a r m j a n	CVCCCVC	losbrechen, ausbrechen
3839	Gothic-4715_rauben-2	t a r n j a n	CVCCCVC	rauben
3840	Gothic-3840_raffen-1	t a s k o n	CVCCVC	raffen
3841	Gothic-3841_zotte-1	t a t u r o	CVCVCV	Zotte
3842	Gothic-3842_ziehungfuhrung-1	t ɔ h t s	CVCCC	Ziehung, Führung
3843	Gothic-4634_werktat-1	t ɔ ɪ	CVV	Werk, Tat
3844	Gothic-3844_tunmachenwirken-1	t ɔ j a n	CVCVC	tun, machen, wirken
3845	Gothic-3845_tater-2	t ɔ j a n d s	CVCVCCC	Täter
3846	Gothic-3846_riss-2	t ɔ r a	CVCV	Riss
3847	Gothic-3847_reien-5	t ɔ r n a n	CVCCVC	reißen
3848	Gothic-3848_zerstorung-2	t ɔ r θ s	CVCCC	Zerstörung
3849	Gothic-3849_biszu-1	t e	CV	bis, zu
3850	Gothic-3850_zig-1	t e h u n d	CVCVCC	zig
3851	Gothic-3851_kundigenzeigen-1	t i h a n	CVCVC	kündigen, zeigen
3852	Gothic-3852_anruhrenberuhren-1	t e k a n	CVCVC	anrühren, berühren
3853	Gothic-3853_toricht-3	t e l ɪ c h	CVCVCC	töricht
3854	Gothic-3854_schaden-2	t e l o n	CVCVC	schaden
3855	Gothic-3856_ziemend-1	t e m ɪ β a	CVCVCV	ziemend
3856	Gothic-3856_ziemend-2	t e m s	CVCC	ziemend
3857	Gothic-3857_waldbewohnerwestgoten-1	t e r v ɪ n ɡ ɪ	CVCCVCCV	Waldbewohner, Westgoten
3858	Gothic-3858_ordnung-1	t e w a	CVCV	Ordnung
3859	Gothic-3859_teilig-1	t e w i s	CVCVC	teilig
3860	Gothic-3860_anordnen-1	t e w j a n	CVCCVC	anordnen
3861	Gothic-3861_der-1	t h e	CCV	der
3862	Gothic-3862_elf-2	t h i n ɪ t a	CCVCVCV	elf
3863	Gothic-3863_dreizehn-1	t h i n t r ɪ a	CCVCCCVV	dreizehn
3864	Gothic-3918_zwolf-1	t h i n t u a	CCVCCVV	zwölf
3865	Gothic-3865_opfer-4	t ɪ β r̥	CVCC	Opfer
3866	Gothic-3866_zehnzahlzig-1	t ɪ ɣ j u s	CVCCVC	Zehnzahl, ...zig
3867	Gothic-3867_besonnen-1	t ɪ l a m a l s k s	CVCVCVCCCC	besonnen
3868	Gothic-3868_zielrat-1	t ɪ l a r e θ s	CVCVCVCC	Zielrat
3869	Gothic-3869_zielenstreben-1	t ɪ l o n	CVCVC	zielen, streben
3870	Gothic-3870_zielstrebigpassendgeschickt-1	t ɪ l s	CVCC	zielstrebig, passend, geschickt
3871	Gothic-3871_sichziemengeziemen-1	t ɪ m a n	CVCVC	sich ziemen, geziemen
3872	Gothic-3872_bauholz-1	t ɪ m r̥	CVCC	Bauholz
3873	Gothic-3873_erbauung-2	t ɪ m r i n s	CVCCVCC	Erbauung
3874	Gothic-3874_zimmermann-1	t ɪ m r j a	CVCCCV	Zimmermann
3875	Gothic-3875_bauenzimmernerbauen-1	t ɪ m r j a n	CVCCCVC	bauen, zimmern, erbauen
3876	Gothic-3876_baugebaude-1	t ɪ m r j o	CVCCCV	Bau, Gebäude
3877	Gothic-3877_ziehenfuhrenwegfuhren-1	t ɪ u h a n	CVVCVC	ziehen, führen, wegführen
3878	Gothic-3878_ruckzug-1	t ɪ u h ɪ	CVVCV	Ruck, Zug
3879	Gothic-3879_320-1	t k	CC	
3880	Gothic-3880_333-1	t l ɡ	CVC	
3881	Gothic-3881_345-1	t m e	CCV	
3882	Gothic-3882_getanhabendtuendtuer-1	t o j ɪ s	CVCVC	getan habend, tuend, Tuer
3883	Gothic-3883_gefahr-3	t o l	CVC	Gefahr
3884	Gothic-3884_vertrauenzuversicht-1	t r ɔ ɛ n s	CCVVCC	Vertrauen, Zuversicht
3885	Gothic-3885_trauenzutrauenhaben-1	t r ɔ a n	CCVVC	trauen, Zutrauen haben
3886	Gothic-3886_bundnisbundvertrag-1	t r ɔ s t ɪ	CCVCCV	Bündnis, Bund, Vertrag
3887	Gothic-3887_starkfest-1	t r ɔ s t s	CCVCCC	stark, fest
3888	Gothic-3888_trauernbetruben-1	t r ɪ ɣ a n	CCVCVC	trauern, betrüben
3889	Gothic-3889_bundnisbund-1	t r ɪ ɡ ɡ w a	CCVCCCV	Bündnis, Bund
3890	Gothic-3890_treulichzuverlassig-1	t r ɪ ɡ ɡ w a β a	CCVCCCVCV	treulich, zuverlässig
3891	Gothic-3891_treuzuverlassig-1	t r ɪ ɡ ɡ w s	CCVCCVC	treu, zuverlässig
3892	Gothic-3892_trauerunlust-1	t r ɪ ɣ o	CCVCV	Trauer, Unlust
3893	Gothic-3893_treten-1	t r ɪ m p a n	CCVCCVC	treten
3894	Gothic-3894_dreineungeldsiebenundzwanzigfachentgelt-1	t r ɪ n ɪ u n ɡ e l d o	CCVCVVCCVCCV	Dreineungeld, Siebenundzwanzigfachentgelt
3895	Gothic-3895_trippelnhupfenspringen-1	t r ɪ pː o n	CCVCVC	trippeln, hüpfen, springen
3896	Gothic-3896_holzprugelbaum-1	t r ɪ u	CCVV	Holz, Prügel, Baum
3897	Gothic-3897_holzern-1	t r ɪ w i n s	CCVCVCC	hölzern
3898	Gothic-3898_tretenkeltern-1	t r u ð a n	CCVCVC	treten, keltern
3899	Gothic-4731_streuen-1	t r u s n j a n	CCVCCCVC	streuen
3900	Gothic-3900_helmbuschel-1	t u ɸ a	CVCV	Helmbüschel
3901	Gothic-3901_zieherfuhrer-1	t u ɣ a	CVCV	Zieher, Führer
3902	Gothic-3902_gestirn-1	t u ŋ ɡ l̥	CVCCC	Gestirn
3903	Gothic-3903_zunge-1	t u ŋ ɡ o	CVCCV	Zunge
3904	Gothic-3904_zeltvorhang-1	t u l d	CVCC	Zelt, Vorhang
3905	Gothic-3905_festigkeitsicherheitfundamentgrundfestebefestigung-1	t u l ɡ ɪ θ a	CVCCVCV	Festigkeit, Sicherheit, Fundament, Grundfeste, Befestigung
3906	Gothic-3906_festigenstarkenbefestigen-1	t u l ɡ j a n	CVCCCVC	festigen, stärken, befestigen
3907	Gothic-3907_festbestandigstandhaft-1	t u l ɡ u s	CVCCVC	fest, beständig, standhaft
3908	Gothic-3908_zaun-1	t u n	CVC	Zaun
3909	Gothic-3909_dornzahn-1	t u n d ɪ	CVCCV	Dorn, Zahn
3910	Gothic-3910_brennen-2	t u n d n a n	CVCCCVC	brennen
3911	Gothic-3911_zahn-1	t u n θ u s	CVCCVC	Zahn
3912	Gothic-3912_zer-1	t u z	CVC	zer…
3913	Gothic-3913_zweifeln-1	t u z w e r j a n	CVCCVCCVC	zweifeln
3914	Gothic-3914_verdachtig-1	t u z w e r s	CVCCVCC	verdächtig
3915	Gothic-3915_zwei-1	t w ɛ	CCV	zwei
3916	Gothic-3916_zwanzig-2	t w ɛ t ɪ ɣ j u s	CCVCVCCVC	zwanzig
3917	Gothic-3917_zwolfjahrig-1	t w a l ɪ β w ɪ n t r u s	CCVCVCCVCCCVC	zwölfjährig
3918	Gothic-3918_zwolf-2	t w a l ɪ ɸ	CCVCVC	zwölf
3919	Gothic-3919_zweifelnbezweiflung-1	t w i ɸ l i n s	CCVCCVCC	Zweifeln, Bezweiflung
3920	Gothic-3920_zweifelninzweifelversetzen-1	t w i ɸ l j a n	CCVCCCVC	zweifeln, in Zweifel versetzen
3921	Gothic-3921_zweifel-1	t w i ɸ l̥ s	CCVCVC	Zweifel
3922	Gothic-3922_zweifelhaft-1	t w i ɸ l̥ s	CCVCVC	zweifelhaft
3923	Gothic-3923_jezwei-1	t w i h n ɛ	CCVCCV	je zwei
3924	Gothic-3924_entzwei-1	t w ɪ s	CCVC	entzwei
3925	Gothic-3925_sichtrennenabschiednehmenvon-1	t w ɪ sː t a n d a n	CCVCCVCCVC	sich trennen, Abschied nehmen von
3926	Gothic-3926_zwistigkeitzwiespalt-1	t w ɪ sː t a sː	CCVCCVC	Zwistigkeit, Zwiespalt
3927	Gothic-3927_ziukriegsgottsiegesgotttrune-1	t j z	CVC	Ziu, Kriegsgott, Siegesgott, tRune
3928	Gothic-3928_thabkurzungfur9-1	θ	C	th, Abkürzung für
3929	Gothic-3929_wohindorthinwo-1	θ a ð i	CVCV	wohin, dorthin wo
3930	Gothic-3930_denkenuberlegen-2	θ a ŋ k j a n	CVCCCVC	denken, überlegen
3931	Gothic-3931_dank-1	θ a ŋ k s	CVCCC	Dank
3932	Gothic-3932_schweigen-1	θ a h ɛ n s	CVCVCC	Schweigen
3933	Gothic-3933_schweigen-2	θ a h a n	CVCVC	schweigen
3934	Gothic-3934_lehmton-1	θ a h o	CVCV	Lehm, Ton
3935	Gothic-3935_dachs-1	θ a h s u s	CVCCVC	Dachs
3936	Gothic-3936_durch-1	θ ɛ r h	CVCC	durch
3937	Gothic-3937_durcharbeiten-1	θ ɛ r h a r b ɛ ð j a n	CVCCVCCVCCVC	durcharbeiten
3938	Gothic-3938_hindurchtragen-1	θ ɛ r h b ɛ r a n	CVCCCVCVC	hindurchtragen
3939	Gothic-3939_hindurchgehenvorubergehenherumgehendurchstreifen-1	θ ɛ r h ɡ a ŋ ɡ a n	CVCCCVCCVC	hindurchgehen, vorübergehen, herumgehen, durchstreifen
3940	Gothic-3940_deutenaufjemandenubertragenbeziehenauf-1	θ ɛ r h ɡ a l i k o n	CVCCCVCVCVC	deuten, auf jemanden übertragen, beziehen auf
3941	Gothic-3941_hindurchgehenvorbeigehenweitergehen-1	θ ɛ r h l i θ a n	CVCCCVCVC	hindurchgehen, vorbeigehen, weitergehen
3942	Gothic-3942_durchschauenimspiegelerblicken-1	θ ɛ r h s ɛ ʍ a n	CVCCCVCVC	durchschauen, im Spiegel erblicken
3943	Gothic-3943_durchwachenunterfreiemhimmelubernachtenbiwakieren-1	θ ɛ r h w a k a n	CVCCCVCVC	durchwachen, unter freiem Himmel übernachten, biwakieren
3944	Gothic-3944_verbleibenverharren-1	θ ɛ r h w ɪ s a n	CVCCCVCVC	verbleiben, verharren
3945	Gothic-3945_lochnadelohr-1	θ ɛ r k o	CVCCV	Loch, Nadelöhr
3946	Gothic-3946_verdorren-3	θ ɛ r s a n	CVCCVC	verdorren
3947	Gothic-3947_decken-1	θ a k j a n	CVCCVC	decken
3948	Gothic-3948_danndaraufwannsolangealsalsda-1	θ a n	CVC	dann, darauf, wann, so lange als, als, da
3949	Gothic-3949_dann-1	θ a n a	CVCV	dann
3950	Gothic-3950_weiternochmehr-1	θ a n a m ɛ s	CVCVCVC	weiter, noch, mehr
3951	Gothic-3951_weiternoch-1	θ a n a s i θ s	CVCVCVCC	weiter, noch
3952	Gothic-3952_wennweilsolangealsda-1	θ a n d e	CVCCV	wenn, weil, so lange als, da
3953	Gothic-3953_wannwieviel-1	θ a n i	CVCV	wann, wieviel
3954	Gothic-3954_streckendehnen-1	θ a n j a n	CVCCVC	strecken, dehnen
3955	Gothic-3955_jawohlalsodarum-1	θ a nː u	CVCV	ja, wohl, also darum
3956	Gothic-3956_danndaheralsoabernun-1	θ a n u h	CVCVC	dann, daher, also, aber, nun
3957	Gothic-3957_dortdaselbstda-1	θ a r	CVC	dort, daselbst, da
3958	Gothic-3958_mangelarmut-1	θ a r b a	CVCCV	Mangel, Armut
3959	Gothic-3959_darben-1	θ a r b a n	CVCCVC	darben
3960	Gothic-3960_notigbedurftig-1	θ a r b s	CVCCC	nötig, bedürftig
3961	Gothic-3961_wo-2	θ a r i	CVCV	wo
3962	Gothic-3962_ungewalkt-1	θ a r ɪ h s	CVCVCC	ungewalkt
3963	Gothic-3963_danunaberdaselbst-1	θ a r u h	CVCVC	da, nun, aber, daselbst
3964	Gothic-3964_daseine-1	θ a t ɛ n	CVCVC	das eine
3965	Gothic-3965_nur-1	θ a t ɛ n i	CVCVCV	nur
3966	Gothic-3966_dassweilalsob-1	θ a t i	CVCV	dass, weil, als ob
3967	Gothic-3967_dahervondadaraufhinfortfurdiezukunft-1	θ a θ r o	CVCCV	daher, von da, darauf, hinfort, für die Zukunft
3968	Gothic-3968_vonwannenwohervonwo-1	θ a θ r o i	CVCCVV	von wannen, woher, von wo
3969	Gothic-3969_vondadaherdaraufdarnach-1	θ a θ r o h	CVCCVC	von da, daher, darauf, darnach
3970	Gothic-3970_alsoderdochwohletwawie-1	θ ɔ	CV	als, oder, doch, wohl, etwa, wie
3971	Gothic-3971_oderdoch-1	θ ɔ h	CVC	oder, doch
3972	Gothic-3972_wennauch-1	θ ɔ h j a β ɛ	CVCCVCV	wenn auch
3973	Gothic-3978_riese-3	θ ɔ r	CVC	Riese
3974	Gothic-3974_notighabenbedurfenmangelleiden-1	θ ɔ r b a n	CVCCVC	nötig haben, bedürfen, Mangel leiden
3975	Gothic-3975_enthaltsam-2	θ ɔ r b s	CVCCC	enthaltsam
3976	Gothic-3976_notignutzlichnotwendig-1	θ ɔ r ɸ t s	CVCCCC	nötig, nützlich, notwendig
3977	Gothic-3977_bedurfnisnotdurftnot-1	θ ɔ r ɸ t s	CVCCCC	Bedürfnis, Notdurft, Not
3978	Gothic-3978_riese-4	θ ɔ r ɪ s	CVCVC	Riese
3979	Gothic-3979_vondornendornen-1	θ ɔ r n i n s	CVCCVCC	von Dornen, dornen
3980	Gothic-3980_dornbusch-1	θ ɔ r n j a	CVCCCV	Dornbusch
3981	Gothic-3981_dorn-1	θ ɔ r n u s	CVCCVC	Dorn
3982	Gothic-3982_bebauteslandackerfeld-1	θ ɔ r p	CVCC	bebautes Land, Acker, Feld
3983	Gothic-3983_vergleichen-3	θ ɔ r p a n	CVCCVC	vergleichen
3984	Gothic-3988_durstig-1	θ ɔ r s ɪ θ s	CVCCVCC	durstig
3985	Gothic-3985_dursten-1	θ ɔ r s j a n	CVCCCVC	dürsten
3986	Gothic-3986_verdorrenvertrocknen-2	θ ɔ r s n a n	CVCCCVC	verdorren, vertrocknen
3987	Gothic-3987_durst-1	θ ɔ r s t i	CVCCCV	Durst
3988	Gothic-3988_durstig-2	θ ɔ r s t s	CVCCCC	durstig
